STN,YEARMODA,TEMP,DEWP,SLP,STP,VISIB,WDSP,MXSPD,MAX,MIN,PRCP,FOG,RAIN,SNOW,HAIL,THUNDER,TORNADO,FACT1,FACT2
"967450","20161029","81.20","74.40","1009.80","1009.30","4.10","2.40","5.10","92.10","77.70","0.00","0","0","0","0","0","0","0","0"
"967450","20161030","83.00","73.90","1010.30","1009.80","4.00","4.20","9.90","90.00","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20161031","83.80","73.90","1010.30","1009.80","4.00","3.70","8.90","91.00","78.40","0.00","0","0","0","0","0","0","0","0"
"967450","20161102","84.40","73.60","1009.50","1009.00","4.00","3.50","5.10","91.80","77.00","0.00","0","0","0","0","0","0","0","0"
"967450","20161104","83.60","73.30","1009.90","1009.40","4.00","2.50","7.00","87.80","78.40","0.00","0","0","0","0","0","0","0","0"
"967450","20161105","84.50","74.20","1010.20","1009.70","3.80","1.50","5.10","88.90","77.00","0.00","0","0","0","0","0","0","0","0"
"967450","20161106","84.40","73.90","1011.00","1010.60","4.00","3.90","11.10","90.30","80.20","0.00","0","0","0","0","0","0","0","0"
"967450","20161107","86.30","75.90","1010.70","1010.20","4.30","2.60","6.00","92.50","80.20","0.00","0","0","0","0","0","0","0","0"
"967450","20161108","81.50","75.00","1011.30","1010.80","3.70","0.50","3.90","88.90","76.30","2.01","0","1","0","0","0","0","0","0"
"967450","20161109","82.80","74.00","1011.70","1011.30","4.10","3.10","7.00","90.00","76.60","0.00","0","0","0","0","0","0","0","0"
"967450","20161110","82.40","74.40","1011.20","1010.80","4.30","4.20","8.00","88.70","78.10","0.00","0","0","0","0","0","0","0","0"
"967450","20161112","82.50","75.80","1010.10","1009.60","3.80","1.60","5.10","89.60","77.00","0.39","0","1","0","0","1","1","0","0"
"967450","20161113","80.40","75.30","1009.80","1009.30","3.70","3.50","8.00","86.90","75.90","0.12","0","1","0","0","1","1","0","0"
"967450","20161114","82.50","74.60","1009.40","1008.90","4.00","3.60","8.00","88.90","77.00","0.00","0","0","0","0","0","0","0","0"
"967450","20161115","81.60","73.60","1009.60","1009.10","4.00","1.10","5.10","90.30","77.40","0.12","0","1","0","0","1","1","0","0"
"967450","20161117","84.50","74.10","1008.40","1007.90","4.00","1.90","4.10","90.30","77.00","0.00","0","0","0","0","0","0","0","0"
"967450","20161118","82.60","74.50","1008.50","1008.00","4.20","1.00","4.10","88.50","79.20","0.01","0","0","0","0","0","0","0","0"
"967450","20161119","85.70","74.80","1008.00","1007.50","4.30","3.10","9.90","92.50","78.40","0.00","0","0","0","0","0","0","0","0"
"967450","20161120","83.50","76.10","1007.60","1007.10","4.00","1.50","6.00","91.40","78.80","0.28","0","0","0","0","0","0","0","0"
"967450","20161121","81.60","75.60","1008.80","1008.30","4.20","2.20","5.10","87.40","77.70","1.03","0","1","0","0","0","0","0","0"
"967450","20161122","82.80","73.90","1009.40","1008.90","4.20","2.70","7.00","90.30","77.00","0.02","0","1","0","0","0","0","0","0"
"967450","20161123","83.80","74.90","1008.20","1007.70","4.00","2.70","8.00","89.60","80.40","0.00","0","0","0","0","0","0","0","0"
"967450","20161124","83.80","73.20","1008.00","1007.50","4.20","2.30","5.10","89.60","78.40","0.00","0","0","0","0","0","0","0","0"
"967450","20161125","83.60","74.50","1008.40","1007.90","4.30","3.20","8.00","89.60","80.40","0.00","0","0","0","0","0","0","0","0"
"967450","20161129","82.20","74.40","1010.20","1009.70","4.10","2.70","5.10","86.00","77.00","0.00","0","0","0","0","0","0","0","0"
"967450","20161130","83.30","74.30","1011.00","1010.50","3.90","1.90","6.00","87.80","77.70","0.00","0","0","0","0","0","0","0","0"
"967450","20161201","84.20","72.90","1010.00","1009.50","4.30","5.50","9.90","90.00","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20161202","79.90","73.50","1010.50","1010.00","3.90","4.90","9.90","86.40","77.70","0.20","0","1","0","0","0","0","0","0"
"967450","20161203","82.80","73.60","1009.20","1008.70","4.10","5.40","8.00","91.00","77.40","0.00","0","1","0","0","0","0","0","0"
"967450","20161204","77.90","73.50","1009.70","1009.20","3.70","5.60","12.00","86.00","75.90","0.51","0","1","0","0","0","0","0","0"
"967450","20161205","79.80","73.20","1008.70","1008.30","3.80","6.10","9.90","83.10","75.20","0.08","0","1","0","0","0","0","0","0"
"967450","20161206","81.30","73.60","1007.80","1007.30","4.30","3.90","8.90","87.10","73.60","0.00","0","0","0","0","0","0","0","0"
"967450","20161207","83.40","75.80","1008.20","1007.70","4.10","3.20","12.00","87.10","79.50","0.00","0","0","0","0","0","0","0","0"
"967450","20161208","82.60","74.00","1007.70","1007.20","4.00","4.00","7.00","90.00","78.40","0.58","0","1","0","0","0","0","0","0"
"967450","20161209","85.90","73.80","1007.50","1007.00","4.30","4.50","7.00","91.40","77.40","0.00","0","0","0","0","0","0","0","0"
"967450","20161210","85.60","74.30","1008.10","1007.60","4.30","3.80","7.00","93.90","80.60","0.00","0","0","0","0","0","0","0","0"
"967450","20161211","80.60","74.20","1009.30","1008.80","4.00","2.50","9.90","87.80","77.70","0.01","0","1","0","0","1","1","0","0"
"967450","20161212","82.00","72.60","1009.60","1009.10","4.20","4.10","6.00","87.10","77.40","0.00","0","0","0","0","0","0","0","0"
"967450","20161213","85.20","73.80","1009.50","1009.00","4.00","3.90","7.00","93.20","81.00","0.00","0","0","0","0","0","0","0","0"
"967450","20161214","81.30","72.80","1009.90","1009.40","4.00","3.60","8.00","87.10","77.90","0.04","0","1","0","0","0","0","0","0"
"967450","20161215","83.90","72.50","1009.80","1009.30","4.10","5.40","8.00","91.40","77.70","0.00","0","0","0","0","0","0","0","0"
"967450","20161216","84.70","73.80","1009.20","1008.80","3.90","5.40","8.00","90.00","80.10","0.00","0","0","0","0","0","0","0","0"
"967450","20161217","81.40","75.20","1009.50","1009.00","4.10","2.30","6.00","86.40","79.20","0.28","0","1","0","0","0","0","0","0"
"967450","20161218","84.10","73.80","1009.00","1008.50","4.20","4.90","6.00","89.60","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20161219","82.60","74.10","1008.80","1008.40","4.00","4.90","9.90","88.50","79.50","0.05","0","1","0","0","0","0","0","0"
"967450","20161220","84.90","72.50","1007.80","1007.40","4.30","9.10","14.00","93.20","79.50","0.00","0","0","0","0","0","0","0","0"
"967450","20161221","83.90","74.40","1008.70","1008.20","4.20","5.80","9.90","90.30","79.90","0.02","0","0","0","0","0","0","0","0"
"967450","20161222","83.20","74.10","1008.10","1007.60","4.00","5.40","7.00","89.60","79.50","0.02","0","0","0","0","0","0","0","0"
"967450","20161223","84.00","74.10","1007.40","1006.90","4.10","6.70","9.90","91.80","78.10","0.00","0","0","0","0","0","0","0","0"
"967450","20161224","83.70","73.30","1007.80","1007.30","4.30","5.90","8.90","90.00","79.90","0.00","0","0","0","0","0","0","0","0"
"967450","20161225","83.00","73.70","1009.10","1008.60","4.20","2.40","5.10","90.30","79.50","0.00","0","1","0","0","0","0","0","0"
"967450","20161226","83.40","74.60","1008.40","1007.90","4.10","5.10","9.90","88.50","78.40","0.28","0","1","0","0","0","0","0","0"
"967450","20161227","82.70","72.10","1008.70","1008.20","4.30","4.00","8.00","88.90","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20161228","84.60","72.60","1009.00","1008.50","4.00","4.80","6.00","91.40","77.00","0.00","0","0","0","0","0","0","0","0"
"967450","20161229","83.50","74.30","1009.40","1008.90","4.30","4.70","8.00","87.80","80.60","0.00","0","0","0","0","0","0","0","0"
"967450","20161230","83.90","74.50","1009.40","1008.90","4.20","3.60","9.90","88.90","80.10","0.00","0","0","0","0","0","0","0","0"
"967450","20161231","85.30","73.10","1008.40","1007.90","4.30","4.40","8.00","91.40","77.00","0.01","0","0","0","0","0","0","0","0"
